Manufacturer,Model,Engine size,Fuel type,Year of manufacture, Mileage , Price 
Toyota,Prius,1.8,Hybrid,2000," 108,821 "," 7,511 "
Toyota,Prius,1.8,Hybrid,2004," 98,792 "," 10,560 "
Ford,Focus,2,Diesel,2008," 142,212 "," 8,773 "
Ford,Fiesta,1,Petrol,2000," 160,250 "," 2,062 "
VW,Polo,1.2,Petrol,1994," 127,196 "," 2,029 "
VW,Polo,2,Petrol,1992," 311,338 ", 445 
Porsche,Cayenne,3.5,Petrol,2014," 61,743 "," 46,984 "
Porsche,718 Cayman,2,Petrol,1996," 186,573 "," 3,456 "
Toyota,Yaris,1,Hybrid,1993," 229,661 ", 979 
Ford,Fiesta,1,Petrol,1998," 102,163 "," 2,849 "
Toyota,Prius,1.8,Hybrid,2013," 65,959 "," 24,172 "
Toyota,Yaris,1,Petrol,2009," 124,766 "," 5,790 "
Toyota,Yaris,1.2,Hybrid,2006," 107,380 "," 7,113 "
VW,Passat,1.6,Diesel,2002," 140,659 "," 5,576 "
Ford,Mondeo,1.6,Diesel,1998," 143,315 "," 3,956 "
Toyota,Prius,1,Hybrid,1999," 77,769 "," 6,544 "
Toyota,Prius,1.4,Hybrid,2002," 40,945 "," 11,987 "
Porsche,Cayenne,2.6,Petrol,2008," 90,561 "," 22,305 "
VW,Polo,1.6,Diesel,2021," 16,270 "," 31,239 "
Ford,Focus,2,Petrol,2015," 53,363 "," 25,348 "
Toyota,Prius,1,Hybrid,2007," 84,060 "," 10,680 "
Toyota,Yaris,1.4,Hybrid,2016," 50,748 "," 22,082 "
BMW,Z4,2.2,Petrol,1993," 204,058 "," 2,105 "
Ford,Focus,2,Petrol,2017," 46,175 "," 30,287 "
Ford,Mondeo,1.4,Diesel,2012," 37,612 "," 19,892 "
VW,Passat,1.8,Petrol,1992," 192,534 "," 1,870 "
Ford,Mondeo,1.8,Diesel,1987," 260,553 ", 719 
Ford,Fiesta,1.2,Petrol,1994," 169,666 "," 1,399 "
Ford,Focus,1,Petrol,2000," 147,147 "," 3,330 "
VW,Polo,2,Petrol,1987," 307,208 ", 332 
VW,Polo,1.4,Petrol,2009," 102,041 "," 7,211 "
Toyota,Yaris,1,Hybrid,2005," 48,660 "," 9,081 "
Toyota,RAV4,2.2,Petrol,2015," 62,961 "," 30,501 "
Toyota,RAV4,1.8,Petrol,1987," 157,213 "," 2,110 "
Ford,Mondeo,1.6,Petrol,2011," 83,921 "," 14,043 "
Toyota,Yaris,1.4,Hybrid,2021," 8,688 "," 39,226 "
BMW,X3,2.4,Diesel,2018," 6,225 "," 54,079 "
Toyota,RAV4,2.2,Hybrid,2012," 71,655 "," 28,290 "
Ford,Fiesta,1.2,Diesel,2002," 120,751 "," 3,720 "
Ford,Fiesta,1.4,Petrol,1992," 219,536 ", 855 
VW,Polo,1,Diesel,2004," 85,212 "," 5,174 "
Ford,Mondeo,1.4,Diesel,1990," 149,212 "," 2,069 "
Ford,Fiesta,1.2,Petrol,1994," 161,096 "," 1,503 "
Ford,Focus,1.4,Petrol,2016," 58,106 "," 21,996 "
Ford,Focus,1.8,Diesel,2008," 104,340 "," 11,157 "
Toyota,Prius,1,Hybrid,1986," 114,143 "," 2,115 "
Ford,Mondeo,2,Diesel,2011," 53,798 "," 20,144 "
Toyota,Prius,1.4,Hybrid,1988," 187,519 "," 1,570 "
BMW,X3,2.4,Diesel,2006," 57,121 "," 18,105 "
Toyota,Yaris,1.4,Petrol,2013," 75,417 "," 12,826 "
Ford,Fiesta,1.2,Petrol,2020," 14,203 "," 23,748 "
VW,Polo,1.2,Petrol,2008," 155,599 "," 4,107 "
BMW,M5,5,Petrol,2021," 12,274 "," 151,070 "
Ford,Mondeo,1.6,Petrol,2004," 91,406 "," 8,352 "
Ford,Fiesta,1.4,Diesel,2018," 48,063 "," 19,388 "
Ford,Mondeo,1.8,Petrol,2008," 83,463 "," 12,233 "
VW,Polo,1.6,Petrol,2021," 23,964 "," 28,518 "
Toyota,Prius,1.4,Hybrid,2016," 58,465 "," 27,338 "
Ford,Mondeo,1.4,Diesel,1989," 120,450 "," 2,432 "
VW,Golf,1.6,Diesel,2017," 34,910 "," 25,563 "
Toyota,Prius,1.4,Hybrid,2018," 46,587 "," 33,658 "
Ford,Mondeo,2,Petrol,2003," 49,501 "," 11,561 "
Ford,Mondeo,1.4,Diesel,1996," 108,181 "," 4,257 "
VW,Golf,2,Petrol,2003," 118,504 "," 6,059 "
Ford,Mondeo,1.6,Diesel,2003," 91,081 "," 8,223 "
Ford,Fiesta,1.4,Petrol,2002," 188,836 "," 2,185 "
Ford,Fiesta,1.4,Petrol,2011," 51,471 "," 11,336 "
Toyota,RAV4,2.4,Hybrid,1993," 197,933 "," 3,079 "
Ford,Focus,1.8,Diesel,2000," 89,274 "," 7,300 "
VW,Passat,1.8,Diesel,1996," 172,418 "," 3,049 "
Ford,Focus,1.6,Petrol,1985," 218,011 ", 842 
Porsche,Cayenne,4,Petrol,1994," 187,684 "," 5,016 "
BMW,X3,3,Diesel,2018," 39,176 "," 50,335 "
VW,Passat,2,Diesel,2004," 53,729 "," 13,351 "
VW,Polo,1.6,Petrol,2006," 52,753 "," 8,840 "
Porsche,911,2.6,Petrol,1997," 194,535 "," 6,932 "
Ford,Mondeo,1.8,Diesel,1987," 63,161 "," 3,633 "
Ford,Focus,1.4,Petrol,2015," 47,160 "," 22,043 "
VW,Golf,2,Petrol,2002," 138,208 "," 4,858 "
VW,Golf,2,Diesel,2012," 58,513 "," 17,713 "
Porsche,Cayenne,3,Petrol,1985," 227,171 "," 1,679 "
Ford,Focus,2,Petrol,1994," 255,386 "," 1,220 "
Ford,Mondeo,2,Diesel,2021," 11,785 "," 50,082 "
Ford,Fiesta,1,Petrol,2018," 23,391 "," 18,043 "
Toyota,RAV4,2.2,Petrol,2012," 70,530 "," 23,754 "
Toyota,Prius,1,Hybrid,1992," 128,838 "," 2,817 "
BMW,Z4,2.2,Petrol,2010," 62,097 "," 19,880 "
VW,Passat,1.6,Diesel,1999," 164,981 "," 3,738 "
BMW,M5,4.4,Petrol,2017," 45,364 "," 89,845 "
Ford,Focus,2,Petrol,2007," 126,840 "," 8,830 "
Ford,Focus,1.4,Petrol,1998," 154,845 "," 3,238 "
VW,Passat,1.8,Diesel,2008," 65,894 "," 15,289 "
Ford,Focus,1.4,Petrol,1995," 174,441 "," 2,249 "
VW,Passat,1.4,Diesel,1999," 146,939 "," 4,059 "
Ford,Focus,2,Diesel,1999," 179,203 "," 3,538 "
Porsche,Cayenne,2.6,Petrol,2010," 105,997 "," 22,779 "
Toyota,RAV4,2.4,Hybrid,2006," 160,460 "," 10,100 "
VW,Passat,1.6,Diesel,2018," 30,215 "," 34,997 "
VW,Golf,1.2,Petrol,1993," 244,580 ", 820 
Ford,Fiesta,1,Petrol,1988," 265,882 ", 361 
Toyota,RAV4,2.2,Petrol,2010," 85,033 "," 18,822 "
VW,Golf,2,Hybrid,2011," 62,763 "," 18,425 "
VW,Passat,2,Petrol,2013," 58,189 "," 22,521 "
Ford,Fiesta,1.2,Petrol,2005," 128,084 "," 4,088 "
VW,Passat,1.6,Diesel,2004," 172,016 "," 4,916 "
VW,Golf,1.6,Diesel,1999," 204,158 "," 2,139 "
VW,Passat,1.4,Petrol,2011," 73,993 "," 14,858 "
VW,Passat,1.6,Diesel,1994," 100,428 "," 4,456 "
Ford,Mondeo,1.8,Diesel,2004," 150,775 "," 5,892 "
Ford,Fiesta,1,Petrol,2012," 60,609 "," 9,662 "
Porsche,718 Cayman,2,Petrol,2003," 126,435 "," 9,055 "
VW,Polo,1.6,Petrol,1991," 229,798 ", 800 
VW,Polo,1,Petrol,1999," 79,006 "," 3,686 "
BMW,M5,5,Petrol,2005," 141,026 "," 21,732 "
Toyota,Yaris,1.4,Hybrid,2022," 9,993 "," 41,645 "
BMW,Z4,2.4,Petrol,1999," 166,417 "," 4,542 "
Ford,Mondeo,2,Diesel,2017," 42,950 "," 32,137 "
VW,Passat,1.8,Diesel,1993," 94,852 "," 4,605 "
VW,Polo,1.2,Petrol,2019," 34,828 "," 20,310 "
Porsche,718 Cayman,2.4,Petrol,2010," 81,952 "," 21,971 "
Toyota,Prius,1,Hybrid,2011," 109,147 "," 11,627 "
Ford,Focus,1.8,Petrol,1994," 142,267 "," 3,115 "
BMW,X3,2,Diesel,2003," 143,812 "," 7,191 "
VW,Polo,1.2,Petrol,2004," 141,440 "," 3,530 "
Toyota,Yaris,1,Hybrid,2010," 75,718 "," 10,628 "
Toyota,Prius,1.8,Hybrid,2013," 62,715 "," 24,691 "
Toyota,RAV4,2,Hybrid,2005," 133,460 "," 10,742 "
VW,Polo,1.6,Petrol,2019," 10,342 "," 26,874 "
Toyota,Yaris,1.4,Hybrid,2009," 114,459 "," 8,898 "
BMW,Z4,2,Petrol,1999," 230,568 "," 2,361 "
Ford,Mondeo,2,Diesel,2015," 22,717 "," 31,636 "
Porsche,911,2.6,Petrol,1995," 229,378 "," 4,446 "
Toyota,RAV4,2,Hybrid,2008," 116,205 "," 15,003 "
Toyota,Prius,1.8,Hybrid,2020," 16,076 "," 52,012 "
Toyota,RAV4,2,Hybrid,2017," 53,299 "," 42,425 "
Ford,Mondeo,1.4,Petrol,2001," 97,137 "," 6,138 "
Ford,Fiesta,1,Petrol,2001," 200,279 "," 1,563 "
Ford,Mondeo,2,Diesel,2011," 62,463 "," 19,055 "
VW,Passat,1.6,Diesel,2007," 130,588 "," 8,430 "
Toyota,Yaris,1,Hybrid,2014," 61,395 "," 15,263 "
Toyota,Prius,1.8,Hybrid,1986," 207,078 "," 1,312 "
VW,Golf,1.8,Petrol,2017," 44,885 "," 24,326 "
VW,Golf,1.2,Hybrid,1990," 319,196 ", 399 
BMW,X3,2.4,Diesel,2000," 154,950 "," 5,889 "
VW,Polo,2,Petrol,2018," 46,604 "," 22,855 "
Toyota,Prius,1,Hybrid,2001," 186,251 "," 3,192 "
Toyota,Yaris,1.2,Hybrid,1993," 15,000 "," 5,431 "
Ford,Fiesta,1,Petrol,1994," 174,716 "," 1,223 "
VW,Golf,1.6,Petrol,2020," 1,500 "," 35,678 "
Ford,Focus,2,Petrol,1995," 207,500 "," 2,016 "
Toyota,RAV4,2,Hybrid,2010," 111,439 "," 17,772 "
VW,Polo,1.2,Petrol,1994," 98,666 "," 2,517 "
Ford,Fiesta,1,Petrol,2002," 103,669 "," 3,679 "
Ford,Fiesta,1.4,Petrol,2011," 55,327 "," 11,064 "
VW,Passat,1.4,Diesel,2009," 94,147 "," 11,861 "
VW,Passat,1.6,Diesel,2008," 72,471 "," 13,796 "
Toyota,Prius,1,Hybrid,2003," 92,712 "," 7,694 "
Toyota,Prius,1.4,Hybrid,1999," 116,019 "," 5,869 "
Ford,Fiesta,1.4,Petrol,2004," 23,464 "," 8,392 "
BMW,X3,3,Diesel,2004," 72,068 "," 16,061 "
BMW,M5,4.4,Petrol,2022," 5,710 "," 156,771 "
Porsche,911,3,Petrol,2017," 55,496 "," 82,391 "
VW,Passat,2,Petrol,1994," 117,820 "," 4,166 "
Porsche,911,2.6,Petrol,1998," 68,908 "," 19,806 "
Porsche,718 Cayman,2,Petrol,2000," 140,289 "," 6,644 "
Ford,Fiesta,1.4,Petrol,1990," 143,415 "," 1,438 "
VW,Polo,1,Petrol,2022," 4,690 "," 26,722 "
VW,Passat,2,Diesel,1994," 217,000 "," 1,904 "
Ford,Mondeo,2,Diesel,2005," 94,695 "," 10,237 "
Toyota,Yaris,1.4,Petrol,1996," 214,174 "," 1,356 "
Ford,Fiesta,1,Petrol,2011," 69,302 "," 8,537 "
Toyota,Yaris,1,Petrol,2006," 120,407 "," 4,903 "
Ford,Focus,2,Petrol,2020," 30,071 "," 40,708 "
Toyota,Prius,1.4,Hybrid,2013," 50,946 "," 23,474 "
Ford,Mondeo,1.8,Hybrid,2003," 91,036 "," 9,972 "
Porsche,911,2.2,Petrol,1996," 142,785 "," 9,227 "
Toyota,Yaris,1.2,Hybrid,2015," 33,978 "," 21,166 "
Toyota,Yaris,1.2,Petrol,2015," 31,816 "," 17,861 "
Toyota,Yaris,1.2,Hybrid,1996," 241,318 "," 1,178 "
Toyota,Yaris,1.2,Hybrid,2006," 108,295 "," 7,065 "
Porsche,Cayenne,4,Petrol,1995," 172,676 "," 6,099 "
BMW,X3,3,Diesel,2004," 89,165 "," 14,271 "
VW,Polo,1.2,Petrol,2007," 108,170 "," 5,583 "
VW,Polo,1.6,Petrol,1991," 123,401 "," 1,976 "
Ford,Fiesta,1,Petrol,2009," 79,752 "," 6,961 "
Toyota,Yaris,1.4,Petrol,2022," 5,913 "," 35,448 "
VW,Polo,1.6,Petrol,2020," 18,014 "," 27,570 "
VW,Golf,2,Petrol,2011," 52,964 "," 16,349 "
VW,Passat,1.6,Petrol,1997," 162,709 "," 3,175 "
Ford,Mondeo,1.6,Petrol,1994," 91,079 "," 4,298 "
BMW,X3,3,Diesel,2010," 86,433 "," 21,704 "
Ford,Focus,1.4,Petrol,2009," 64,957 "," 13,193 "
VW,Golf,1.2,Diesel,1993," 98,930 "," 2,929 "
Ford,Focus,1,Petrol,1997," 121,991 "," 3,328 "
BMW,Z4,3,Petrol,2002," 75,998 "," 12,414 "
Toyota,Yaris,1.2,Hybrid,2016," 32,612 "," 22,806 "
BMW,M5,5,Petrol,1987," 201,928 "," 3,910 "
BMW,X3,3,Diesel,2009," 72,246 "," 22,388 "
VW,Polo,1.4,Petrol,2010," 37,317 "," 11,864 "
Porsche,718 Cayman,2,Petrol,1987," 330,222 ", 502 
VW,Polo,1.6,Diesel,2009," 73,154 "," 9,925 "
VW,Passat,1.8,Diesel,2010," 13,979 "," 23,829 "
Toyota,Prius,1.8,Hybrid,1994," 256,210 "," 1,431 "
Ford,Mondeo,1.6,Diesel,2006," 97,057 "," 9,622 "
VW,Polo,1,Petrol,2008," 121,836 "," 4,911 "
BMW,Z4,3,Petrol,2008," 77,186 "," 18,371 "
Toyota,Prius,1.8,Hybrid,1996," 147,934 "," 4,236 "
Toyota,RAV4,2,Hybrid,2002," 156,162 "," 7,318 "
Ford,Focus,2,Petrol,1986," 208,351 "," 1,098 "
Ford,Focus,2,Petrol,2000," 74,156 "," 8,139 "
BMW,M5,4.4,Petrol,2016," 46,829 "," 83,299 "
VW,Passat,1.4,Diesel,1992," 197,268 "," 1,661 "
VW,Polo,1.4,Petrol,2013," 53,381 "," 13,135 "
VW,Passat,2,Diesel,2014," 76,739 "," 22,355 "
Ford,Mondeo,1.4,Diesel,2014," 51,614 "," 20,870 "
BMW,X3,2,Petrol,2010," 85,294 "," 17,013 "
VW,Golf,2,Diesel,2000," 120,717 "," 5,121 "
Toyota,Yaris,1.2,Petrol,2016," 20,424 "," 20,362 "
Ford,Fiesta,1.4,Petrol,2009," 135,332 "," 5,445 "
Ford,Mondeo,2,Diesel,2010," 107,921 "," 12,966 "
VW,Golf,1.4,Diesel,2011," 126,049 "," 8,560 "
BMW,X3,3,Diesel,2005," 102,332 "," 13,870 "
VW,Passat,1.6,Diesel,2004," 162,605 "," 5,322 "
BMW,X3,3,Diesel,1993," 110,700 "," 5,856 "
Ford,Fiesta,1.4,Petrol,1990," 163,769 "," 1,216 "
VW,Golf,1.8,Petrol,2019," 20,705 "," 31,990 "
BMW,M5,4.4,Petrol,1997," 133,561 "," 12,694 "
Porsche,718 Cayman,2.4,Petrol,2017," 36,862 "," 46,836 "
VW,Passat,1.8,Diesel,1997," 100,030 "," 5,790 "
Ford,Fiesta,1.4,Hybrid,2016," 38,535 "," 20,546 "
Porsche,718 Cayman,4,Petrol,2014," 43,074 "," 47,698 "
VW,Polo,2,Diesel,2009," 66,018 "," 11,638 "
Ford,Mondeo,1.4,Diesel,1987," 315,533 ", 377 
Toyota,Yaris,1.4,Hybrid,2015," 59,238 "," 19,576 "
Toyota,Prius,1.8,Hybrid,2002," 173,931 "," 5,089 "
Toyota,Yaris,1.4,Hybrid,1999," 194,497 "," 2,366 "
BMW,M5,4,Petrol,2013," 58,993 "," 60,234 "
Toyota,Yaris,1.4,Hybrid,2019," 20,736 "," 32,180 "
VW,Polo,1.6,Petrol,2011," 93,831 "," 9,351 "
BMW,M5,4.4,Petrol,2015," 51,477 "," 75,711 "
VW,Polo,2,Petrol,2017," 26,056 "," 24,136 "
Ford,Focus,2,Diesel,2011," 49,635 "," 20,867 "
Ford,Focus,2,Diesel,2017," 50,376 "," 30,986 "
Ford,Focus,1.4,Diesel,2000," 134,138 "," 4,593 "
BMW,X3,2.4,Diesel,2016," 64,623 "," 33,592 "
Toyota,Yaris,1.4,Hybrid,1993," 116,463 "," 3,016 "
VW,Polo,1.6,Petrol,2017," 66,598 "," 16,834 "
Ford,Focus,1.4,Petrol,2010," 56,077 "," 14,937 "
VW,Golf,1.4,Diesel,1997," 106,356 "," 3,911 "
Ford,Fiesta,1.2,Diesel,2007," 88,170 "," 6,607 "
BMW,X3,2,Petrol,2007," 117,179 "," 11,026 "
Toyota,Prius,1,Hybrid,2011," 54,150 "," 17,017 "
Ford,Mondeo,2,Diesel,2018," 15,825 "," 40,128 "
Toyota,RAV4,2.2,Hybrid,1994," 221,282 "," 2,560 "
VW,Polo,1,Petrol,1994," 149,904 "," 1,545 "
VW,Passat,1.6,Diesel,2015," 51,996 "," 25,136 "
VW,Passat,1.6,Diesel,2004," 131,282 "," 6,864 "
VW,Passat,1.6,Diesel,2009," 108,770 "," 11,390 "
VW,Polo,1,Petrol,2004," 134,672 "," 3,402 "
VW,Golf,1.2,Petrol,2017," 34,926 "," 21,082 "
Toyota,RAV4,2,Hybrid,2012," 43,669 "," 32,266 "
Toyota,Prius,1.4,Hybrid,2017," 36,841 "," 33,393 "
Ford,Fiesta,1,Petrol,2001," 197,371 "," 1,604 "
Ford,Mondeo,2,Diesel,2017," 43,143 "," 32,100 "
BMW,Z4,3,Petrol,1994," 245,909 "," 1,800 "
VW,Polo,1,Diesel,2019," 28,470 "," 20,197 "
Ford,Focus,1.6,Petrol,2018," 30,537 "," 31,780 "
Ford,Focus,1.8,Petrol,2008," 105,294 "," 10,551 "
Ford,Focus,1.8,Petrol,2000," 176,989 "," 3,483 "
VW,Passat,1.6,Diesel,2003," 135,298 "," 6,221 "
BMW,M5,4,Petrol,2002," 96,607 "," 22,361 "
Toyota,Prius,1,Hybrid,2004," 72,742 "," 9,450 "
Toyota,Prius,1.8,Hybrid,1995," 195,344 "," 2,652 "
Toyota,Prius,1.8,Hybrid,2018," 24,328 "," 43,498 "
Ford,Mondeo,1.4,Diesel,2001," 92,133 "," 6,682 "
BMW,Z4,2.2,Petrol,2014," 69,974 "," 24,642 "
Ford,Focus,1,Petrol,2022," 5,317 "," 37,632 "
Ford,Fiesta,1.4,Petrol,1994," 117,665 "," 2,299 "
VW,Polo,2,Petrol,2004," 146,481 "," 4,376 "
VW,Golf,1.6,Petrol,2006," 179,706 "," 4,020 "
Toyota,Yaris,1.4,Hybrid,1986," 196,308 ", 979 
Toyota,RAV4,1.8,Petrol,2018," 26,036 "," 42,198 "
VW,Golf,1.4,Diesel,2016," 61,690 "," 18,956 "
Ford,Focus,2,Petrol,2013," 28,292 "," 25,788 "
Ford,Fiesta,1.4,Diesel,2006," 149,826 "," 4,165 "
Ford,Focus,1.4,Petrol,2002," 107,581 "," 6,132 "
VW,Polo,1.6,Petrol,2013," 65,104 "," 13,021 "
Ford,Mondeo,1.8,Diesel,2009," 92,645 "," 12,868 "
Ford,Focus,1.4,Diesel,1987," 178,162 "," 1,342 "
VW,Passat,1.8,Diesel,2004," 96,754 "," 9,457 "
Toyota,Yaris,1,Petrol,1986," 214,166 ", 588 
Porsche,Cayenne,2.6,Petrol,1993," 195,548 "," 3,532 "
Toyota,RAV4,2.2,Hybrid,1992," 287,751 "," 1,210 "
Ford,Mondeo,1.6,Diesel,2005," 87,383 "," 9,646 "
VW,Golf,1.2,Diesel,1986," 336,136 ", 227 
Ford,Mondeo,2,Diesel,2015," 46,462 "," 27,529 "
Toyota,RAV4,2,Hybrid,2000," 11,500 "," 17,406 "
Toyota,Yaris,1.2,Petrol,2008," 104,106 "," 6,940 "
VW,Polo,1.4,Petrol,2016," 59,713 "," 15,409 "
Toyota,RAV4,2.2,Hybrid,2017," 18,539 "," 54,599 "
Ford,Mondeo,1.8,Petrol,2004," 154,072 "," 5,462 "
Porsche,911,2.2,Petrol,2012," 52,530 "," 51,511 "
Toyota,Prius,1.4,Hybrid,2013," 32,354 "," 26,257 "
Toyota,RAV4,1.8,Hybrid,1986," 226,306 "," 1,298 "
Porsche,Cayenne,2.6,Petrol,1995," 108,792 "," 8,207 "
Toyota,Yaris,1.4,Hybrid,2016," 68,080 "," 19,749 "
VW,Polo,1,Petrol,2016," 37,876 "," 14,909 "
VW,Passat,1.8,Diesel,2004," 112,214 "," 8,435 "
VW,Passat,2,Diesel,2001," 124,421 "," 6,630 "
Ford,Focus,1.4,Diesel,1995," 246,372 "," 1,245 "
Porsche,911,2.2,Petrol,2004," 158,049 "," 13,883 "
Ford,Mondeo,2,Diesel,1997," 89,834 "," 6,218 "
Toyota,Prius,1.8,Hybrid,2008," 57,864 "," 18,255 "
Ford,Mondeo,1.8,Diesel,1994," 280,029 ", 956 
VW,Golf,1.4,Petrol,1999," 165,226 "," 2,666 "
VW,Passat,2,Diesel,2013," 85,522 "," 19,679 "
Toyota,RAV4,1.8,Hybrid,2006," 94,885 "," 14,590 "
Ford,Focus,1.6,Diesel,2011," 109,113 "," 12,400 "
BMW,Z4,2.4,Petrol,2005," 132,124 "," 8,964 "
Toyota,Yaris,1.4,Hybrid,2022," 2,174 "," 43,357 "
Toyota,Prius,1.4,Hybrid,2009," 69,135 "," 15,987 "
Porsche,911,2.2,Petrol,1997," 160,959 "," 8,497 "
Ford,Fiesta,1.2,Petrol,2004," 95,546 "," 4,887 "
Ford,Mondeo,1.8,Petrol,1994," 96,934 "," 4,371 "
BMW,Z4,2,Petrol,1988," 81,479 "," 3,838 "
Ford,Mondeo,1.6,Diesel,2009," 57,636 "," 15,388 "
Toyota,Yaris,1.2,Petrol,1985," 229,045 ", 527 
Toyota,Prius,1.8,Hybrid,1989," 43,828 "," 5,615 "
VW,Passat,1.6,Diesel,2008," 121,191 "," 9,696 "
Ford,Focus,2,Petrol,2002," 202,069 "," 3,373 "
VW,Polo,1,Petrol,1996," 131,724 "," 2,043 "
Ford,Focus,1.8,Petrol,2000," 180,954 "," 3,366 "
Toyota,Yaris,1.2,Hybrid,2017," 23,230 "," 25,715 "
BMW,Z4,2.2,Petrol,2006," 161,210 "," 7,243 "
BMW,Z4,2.4,Petrol,2019," 31,376 "," 45,696 "
Ford,Mondeo,1.6,Diesel,1998," 204,418 "," 2,355 "
Toyota,Prius,1.4,Hybrid,1992," 328,858 ", 554 
VW,Passat,1.6,Diesel,2019," 4,821 "," 42,947 "
Toyota,Yaris,1,Hybrid,1991," 190,286 "," 1,217 "
VW,Golf,1.4,Diesel,2020," 14,272 "," 32,792 "
VW,Golf,1.4,Petrol,2007," 120,745 "," 6,506 "
VW,Polo,1.4,Petrol,1999," 127,174 "," 3,059 "
Ford,Focus,1.8,Petrol,2013," 55,505 "," 20,762 "
Ford,Focus,1,Petrol,2013," 47,480 "," 16,272 "
BMW,M5,4.4,Petrol,2007," 142,430 "," 23,033 "
VW,Passat,1.4,Diesel,1994," 205,841 "," 1,760 "
Ford,Focus,1,Petrol,2007," 96,832 "," 7,828 "
VW,Polo,1,Petrol,1995," 277,615 ", 530 
BMW,M5,5,Petrol,1997," 209,359 "," 7,130 "
VW,Passat,1.4,Diesel,2009," 90,913 "," 12,139 "
VW,Passat,1.8,Diesel,1987," 205,332 "," 1,257 "
VW,Passat,2,Petrol,2020," 15,097 "," 46,316 "
VW,Polo,1,Petrol,2014," 41,412 "," 12,775 "
Ford,Focus,1.4,Petrol,1994," 170,101 "," 2,183 "
VW,Golf,1.6,Petrol,1991," 216,950 "," 1,066 "
VW,Passat,1.6,Diesel,2007," 115,924 "," 9,444 "
VW,Polo,1.2,Petrol,1995," 293,221 ", 501 
VW,Passat,1.4,Diesel,2005," 134,825 "," 6,674 "
BMW,X3,2.4,Diesel,2016," 53,298 "," 36,131 "
VW,Polo,2,Petrol,2016," 48,199 "," 19,806 "
Toyota,Prius,1.4,Hybrid,2015," 42,147 "," 28,312 "
Toyota,Prius,1,Hybrid,1991," 254,118 ", 890 
Ford,Mondeo,2,Hybrid,2002," 150,082 "," 6,247 "
BMW,X3,2.4,Diesel,2013," 62,457 "," 27,895 "
Ford,Fiesta,1,Petrol,1991," 212,155 ", 722 
Toyota,Prius,1,Hybrid,2005," 86,779 "," 9,170 "
VW,Polo,1.6,Petrol,2012," 58,041 "," 12,753 "
Toyota,Yaris,1.2,Petrol,2006," 80,009 "," 7,216 "
VW,Golf,1.2,Petrol,1993," 214,373 "," 1,079 "
Toyota,Prius,1.8,Hybrid,2013," 30,004 "," 30,180 "
VW,Passat,1.4,Diesel,1999," 74,316 "," 6,995 "
BMW,Z4,2.4,Petrol,2000," 169,884 "," 4,715 "
VW,Polo,1.4,Petrol,2010," 80,492 "," 8,989 "
Ford,Fiesta,1.2,Petrol,2017," 37,841 "," 17,014 "
Ford,Fiesta,1.2,Diesel,1999," 172,813 "," 1,996 "
Toyota,RAV4,2.2,Hybrid,1995," 169,010 "," 4,323 "
VW,Passat,1.8,Diesel,2003," 113,035 "," 7,842 "
BMW,Z4,2,Petrol,1999," 124,790 "," 5,809 "
VW,Passat,1.8,Diesel,1988," 300,436 ", 558 
Ford,Focus,2,Petrol,1995," 145,540 "," 3,419 "
VW,Passat,1.4,Petrol,2004," 102,212 "," 7,633 "
Toyota,RAV4,1.8,Petrol,2016," 41,880 "," 33,666 "
Toyota,Yaris,1.2,Hybrid,2010," 87,624 "," 10,720 "
Ford,Fiesta,1.2,Petrol,2018," 17,859 "," 20,377 "
Ford,Mondeo,1.6,Diesel,2013," 73,514 "," 18,097 "
Porsche,Cayenne,4,Petrol,1986," 195,590 "," 2,746 "
VW,Polo,1.4,Diesel,1998," 141,493 "," 2,683 "
VW,Polo,1,Petrol,1994," 299,605 ", 402 
BMW,Z4,2.4,Petrol,2021," 15,183 "," 57,151 "
Ford,Fiesta,1,Petrol,2007," 119,203 "," 4,568 "
Toyota,Prius,1.8,Hybrid,2003," 84,833 "," 10,915 "
Ford,Focus,2,Petrol,1990," 146,350 "," 2,433 "
Porsche,Cayenne,4,Petrol,2006," 100,393 "," 22,553 "
Toyota,RAV4,2,Hybrid,1995," 163,196 "," 4,328 "
Porsche,718 Cayman,4,Petrol,1988," 296,660 "," 1,047 "
Ford,Focus,1,Petrol,1996," 101,735 "," 3,627 "
VW,Polo,1,Diesel,1995," 119,473 "," 2,207 "
VW,Passat,1.4,Diesel,1997," 216,264 "," 1,959 "
Toyota,Yaris,1.4,Petrol,2019," 25,464 "," 26,119 "
Toyota,Prius,1,Hybrid,1991," 70,174 "," 4,041 "
Ford,Mondeo,1.4,Diesel,1991," 52,448 "," 4,480 "
VW,Polo,2,Petrol,1994," 176,827 "," 1,744 "
BMW,M5,4.4,Petrol,2020," 13,259 "," 131,884 "
VW,Passat,1.6,Diesel,2016," 40,667 "," 28,804 "
VW,Polo,1.6,Petrol,2008," 109,382 "," 6,830 "
Ford,Focus,2,Hybrid,1998," 165,892 "," 4,236 "
VW,Golf,1.4,Petrol,2016," 45,075 "," 20,047 "
Ford,Fiesta,1.4,Petrol,2021," 11,989 "," 27,745 "
Toyota,RAV4,2,Hybrid,2016," 49,478 "," 40,649 "
Toyota,RAV4,2.2,Hybrid,1997," 79,759 "," 9,849 "
VW,Passat,1.8,Petrol,1997," 150,399 "," 3,729 "
Toyota,RAV4,2,Hybrid,2002," 10,500 "," 19,994 "
